SUB_ID,FILE_ID,RT_MS,SAME_SPEAKER,RESPONSE,LABEL
CMU_16,LS_5456_62014_0011_SWT_LS_2843_152918_0026_tChange_7036_ms_rstamp_7313_ms_flag_1_lid_CMU_16,277,0,1,3,
CMU_16,LS_5456_62014_0012_SWT_LS_2843_152918_0100_tChange_5447_ms_rstamp_6121_ms_flag_1_lid_CMU_16,674,0,1,3,
CMU_16,LS_5456_62014_0017_SWT_LS_2843_152918_0113_tChange_6419_ms_rstamp_6963_ms_flag_1_lid_CMU_16,544,0,1,3,
CMU_16,LS_5456_62043_0000_SWT_LS_7505_83618_0005_tChange_5873_ms_rstamp_6926_ms_flag_1_lid_CMU_16,1053,0,1,3,
CMU_16,LS_5456_62043_0002_SWT_LS_2843_152918_0023_tChange_5274_ms_rstamp_5562_ms_flag_1_lid_CMU_16,288,0,1,3,
CMU_16,LS_5456_62043_0005_SWT_LS_5456_62014_0017_tChange_5878_ms_rstamp_6479_ms_flag_0_lid_CMU_16,601,1,0,1,
CMU_16,LS_5456_62043_0009_SWT_LS_7505_258964_0019_tChange_5557_ms_rstamp_5891_ms_flag_1_lid_CMU_16,334,0,1,3,
CMU_16,LS_5456_62043_0014_SWT_LS_7447_91187_0030_tChange_5678_ms_rstamp_6692_ms_flag_1_lid_CMU_16,1014,0,1,3,
CMU_16,LS_5456_62043_0017_SWT_LS_2843_152918_0016_tChange_5404_ms_rstamp_5648_ms_flag_1_lid_CMU_16,244,0,1,3,
CMU_16,LS_5456_62043_0021_SWT_LS_7505_83618_0007_tChange_5578_ms_rstamp_6421_ms_flag_1_lid_CMU_16,843,0,1,3,
CMU_16,LS_5456_62043_0022_SWT_LS_2843_152918_0103_tChange_7259_ms_rstamp_7813_ms_flag_1_lid_CMU_16,554,0,1,3,
CMU_16,LS_5456_62043_0023_SWT_LS_7447_91187_0009_tChange_5226_ms_rstamp_5637_ms_flag_1_lid_CMU_16,411,0,1,3,
CMU_16,LS_5456_62043_0025_SWT_LS_374_180298_0010_tChange_6165_ms_rstamp_6902_ms_flag_1_lid_CMU_16,737,0,1,3,
CMU_16,LS_5456_62043_0026_SWT_LS_5456_62014_0011_tChange_5548_ms_rstamp_6360_ms_flag_0_lid_CMU_16,812,1,0,1,
CMU_16,LS_5456_62043_0027_SWT_LS_5456_58161_0022_tChange_5446_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5446,1,1,0,
CMU_16,LS_5456_62043_0028_SWT_LS_7447_91187_0005_tChange_5587_ms_rstamp_6167_ms_flag_1_lid_CMU_16,580,0,1,3,
CMU_16,LS_5456_62043_0029_SWT_LS_374_180298_0037_tChange_5271_ms_rstamp_6247_ms_flag_1_lid_CMU_16,976,0,1,3,
CMU_16,LS_5456_62043_0030_SWT_LS_7447_91187_0057_tChange_6657_ms_rstamp_0_ms_flag_0_lid_CMU_16,-6657,0,0,1,
CMU_16,LS_5456_62043_0032_SWT_LS_7505_83618_0010_tChange_6385_ms_rstamp_6704_ms_flag_1_lid_CMU_16,319,0,1,3,
CMU_16,LS_5456_62043_0035_SWT_LS_7505_83618_0016_tChange_6261_ms_rstamp_7414_ms_flag_1_lid_CMU_16,1153,0,1,3,
CMU_16,LS_5456_62043_0036_SWT_LS_5456_62043_0017_tChange_5530_ms_rstamp_6074_ms_flag_0_lid_CMU_16,544,1,0,1,
CMU_16,LS_5456_62043_0037_SWT_LS_5456_62014_0012_tChange_5431_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5431,1,1,0,
CMU_16,LS_7447_91186_0001_SWT_LS_7447_91187_0005_tChange_5913_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5913,1,1,0,
CMU_16,LS_7447_91186_0007_SWT_LS_374_180298_0010_tChange_5588_ms_rstamp_6358_ms_flag_1_lid_CMU_16,770,0,1,3,
CMU_16,LS_7447_91186_0009_SWT_LS_374_180299_0033_tChange_5901_ms_rstamp_6166_ms_flag_1_lid_CMU_16,265,0,1,3,
CMU_16,LS_7447_91186_0011_SWT_LS_374_180298_0059_tChange_5613_ms_rstamp_6182_ms_flag_1_lid_CMU_16,569,0,1,3,
CMU_16,LS_7447_91186_0012_SWT_LS_2843_152918_0026_tChange_5818_ms_rstamp_6544_ms_flag_1_lid_CMU_16,726,0,1,3,
CMU_16,LS_7447_91186_0016_SWT_LS_7447_91187_0027_tChange_6790_ms_rstamp_0_ms_flag_1_lid_CMU_16,-6790,1,1,0,
CMU_16,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms_rstamp_6879_ms_flag_1_lid_CMU_16,846,0,1,3,
CMU_16,LS_7447_91186_0025_SWT_LS_2843_152918_0058_tChange_5684_ms_rstamp_6176_ms_flag_1_lid_CMU_16,492,0,1,3,
CMU_16,LS_7447_91186_0038_SWT_LS_7505_83618_0024_tChange_5740_ms_rstamp_6241_ms_flag_1_lid_CMU_16,501,0,1,3,
CMU_16,LS_7447_91186_0039_SWT_LS_2843_152918_0028_tChange_5905_ms_rstamp_6286_ms_flag_1_lid_CMU_16,381,0,1,3,
CMU_16,LS_7447_91186_0040_SWT_LS_5456_62043_0017_tChange_5945_ms_rstamp_6486_ms_flag_1_lid_CMU_16,541,0,1,3,
CMU_16,LS_7447_91186_0041_SWT_LS_2843_152918_0100_tChange_5531_ms_rstamp_6094_ms_flag_1_lid_CMU_16,563,0,1,3,
CMU_16,LS_7447_91186_0043_SWT_LS_7447_91186_0038_tChange_5355_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5355,1,1,0,
CMU_16,LS_7447_91187_0003_SWT_LS_374_180298_0037_tChange_5259_ms_rstamp_5721_ms_flag_1_lid_CMU_16,462,0,1,3,
CMU_16,LS_7447_91187_0005_SWT_LS_7505_258958_0035_tChange_8872_ms_rstamp_9459_ms_flag_1_lid_CMU_16,587,0,1,3,
CMU_16,LS_7447_91187_0007_SWT_LS_5456_62014_0012_tChange_6112_ms_rstamp_6508_ms_flag_1_lid_CMU_16,396,0,1,3,
CMU_16,LS_7447_91187_0009_SWT_LS_7505_83618_0015_tChange_7703_ms_rstamp_8158_ms_flag_1_lid_CMU_16,455,0,1,3,
CMU_16,LS_7447_91187_0010_SWT_LS_374_180299_0042_tChange_6411_ms_rstamp_6855_ms_flag_1_lid_CMU_16,444,0,1,3,
CMU_16,LS_7447_91187_0012_SWT_LS_2843_152918_0016_tChange_5458_ms_rstamp_5979_ms_flag_1_lid_CMU_16,521,0,1,3,
CMU_16,LS_7447_91187_0014_SWT_LS_2843_152918_0023_tChange_5310_ms_rstamp_5902_ms_flag_1_lid_CMU_16,592,0,1,3,
CMU_16,LS_7447_91187_0021_SWT_LS_374_180299_0004_tChange_5812_ms_rstamp_6444_ms_flag_1_lid_CMU_16,632,0,1,3,
CMU_16,LS_7447_91187_0026_SWT_LS_7447_91187_0057_tChange_5832_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5832,1,1,0,
CMU_16,LS_7447_91187_0027_SWT_LS_7505_258964_0019_tChange_5835_ms_rstamp_6514_ms_flag_1_lid_CMU_16,679,0,1,3,
CMU_16,LS_7447_91187_0028_SWT_LS_2843_152918_0113_tChange_5476_ms_rstamp_5945_ms_flag_1_lid_CMU_16,469,0,1,3,
CMU_16,LS_7447_91187_0029_SWT_LS_5456_62014_0017_tChange_5509_ms_rstamp_5935_ms_flag_1_lid_CMU_16,426,0,1,3,
CMU_16,LS_7447_91187_0030_SWT_LS_7505_83618_0005_tChange_5579_ms_rstamp_7197_ms_flag_1_lid_CMU_16,1618,0,1,3,
CMU_16,LS_7447_91187_0032_SWT_LS_7447_91187_0030_tChange_5233_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5233,1,1,0,
CMU_16,LS_7447_91187_0034_SWT_LS_5456_62043_0022_tChange_5882_ms_rstamp_6754_ms_flag_1_lid_CMU_16,872,0,1,3,
CMU_16,LS_7447_91187_0036_SWT_LS_7505_83618_0016_tChange_5449_ms_rstamp_7156_ms_flag_1_lid_CMU_16,1707,0,1,3,
CMU_16,LS_7447_91187_0037_SWT_LS_7447_91187_0009_tChange_5754_ms_rstamp_6011_ms_flag_0_lid_CMU_16,257,1,0,1,
CMU_16,LS_7447_91187_0046_SWT_LS_374_180298_0015_tChange_6468_ms_rstamp_7036_ms_flag_1_lid_CMU_16,568,0,1,3,
CMU_16,LS_7447_91187_0047_SWT_LS_5456_58161_0003_tChange_6357_ms_rstamp_6774_ms_flag_1_lid_CMU_16,417,0,1,3,
CMU_16,LS_7447_91187_0048_SWT_LS_7447_91187_0036_tChange_6387_ms_rstamp_0_ms_flag_1_lid_CMU_16,-6387,1,1,0,
CMU_16,LS_7447_91187_0049_SWT_LS_5456_62014_0011_tChange_5341_ms_rstamp_5697_ms_flag_1_lid_CMU_16,356,0,1,3,
CMU_16,LS_7447_91187_0050_SWT_LS_374_180299_0037_tChange_5839_ms_rstamp_6437_ms_flag_1_lid_CMU_16,598,0,1,3,
CMU_16,LS_7447_91187_0054_SWT_LS_5456_58161_0022_tChange_5598_ms_rstamp_5937_ms_flag_1_lid_CMU_16,339,0,1,3,
CMU_16,LS_7447_91187_0055_SWT_LS_7447_91187_0061_tChange_5769_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5769,1,1,0,
CMU_16,LS_7447_91187_0057_SWT_LS_7505_83618_0010_tChange_5646_ms_rstamp_6246_ms_flag_1_lid_CMU_16,600,0,1,3,
CMU_16,LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms_rstamp_6554_ms_flag_1_lid_CMU_16,644,0,1,3,
CMU_16,LS_7447_91187_0066_SWT_LS_2843_152918_0103_tChange_5450_ms_rstamp_6670_ms_flag_1_lid_CMU_16,1220,0,1,3,
CMU_16,LS_7505_258958_0009_SWT_LS_7505_83618_0010_tChange_5903_ms_rstamp_6452_ms_flag_0_lid_CMU_16,549,1,0,1,
CMU_16,LS_7505_258958_0010_SWT_LS_374_180298_0059_tChange_6194_ms_rstamp_7205_ms_flag_1_lid_CMU_16,1011,0,1,3,
CMU_16,LS_7505_258958_0017_SWT_LS_5456_62014_0012_tChange_5832_ms_rstamp_6493_ms_flag_1_lid_CMU_16,661,0,1,3,
CMU_16,LS_7505_258958_0018_SWT_LS_2843_152918_0103_tChange_5753_ms_rstamp_6750_ms_flag_1_lid_CMU_16,997,0,1,3,
CMU_16,LS_7505_258958_0019_SWT_LS_2843_152918_0100_tChange_6638_ms_rstamp_7278_ms_flag_1_lid_CMU_16,640,0,1,3,
CMU_16,LS_7505_258958_0020_SWT_LS_374_180299_0037_tChange_6556_ms_rstamp_7220_ms_flag_1_lid_CMU_16,664,0,1,3,
CMU_16,LS_7505_258958_0025_SWT_LS_7505_83618_0024_tChange_6662_ms_rstamp_0_ms_flag_1_lid_CMU_16,-6662,1,1,0,
CMU_16,LS_7505_258958_0035_SWT_LS_7447_91187_0005_tChange_5406_ms_rstamp_5841_ms_flag_1_lid_CMU_16,435,0,1,3,
CMU_16,LS_7505_258964_0000_SWT_LS_7505_83618_0007_tChange_5676_ms_rstamp_6519_ms_flag_0_lid_CMU_16,843,1,0,1,
CMU_16,LS_7505_258964_0003_SWT_LS_374_180298_0010_tChange_5712_ms_rstamp_6581_ms_flag_1_lid_CMU_16,869,0,1,3,
CMU_16,LS_7505_258964_0004_SWT_LS_2843_152918_0023_tChange_5859_ms_rstamp_6355_ms_flag_1_lid_CMU_16,496,0,1,3,
CMU_16,LS_7505_258964_0009_SWT_LS_5456_62043_0022_tChange_6460_ms_rstamp_7035_ms_flag_1_lid_CMU_16,575,0,1,3,
CMU_16,LS_7505_258964_0011_SWT_LS_7505_258964_0019_tChange_7463_ms_rstamp_0_ms_flag_1_lid_CMU_16,-7463,1,1,0,
CMU_16,LS_7505_258964_0015_SWT_LS_2843_152918_0058_tChange_6125_ms_rstamp_6647_ms_flag_1_lid_CMU_16,522,0,1,3,
CMU_16,LS_7505_258964_0018_SWT_LS_374_180298_0037_tChange_5420_ms_rstamp_5821_ms_flag_1_lid_CMU_16,401,0,1,3,
CMU_16,LS_7505_258964_0019_SWT_LS_7447_91187_0027_tChange_5412_ms_rstamp_6036_ms_flag_1_lid_CMU_16,624,0,1,3,
CMU_16,LS_7505_258964_0022_SWT_LS_5456_58161_0003_tChange_6851_ms_rstamp_7399_ms_flag_1_lid_CMU_16,548,0,1,3,
CMU_16,LS_7505_258964_0023_SWT_LS_5456_62014_0017_tChange_6339_ms_rstamp_6780_ms_flag_1_lid_CMU_16,441,0,1,3,
CMU_16,LS_7505_258964_0024_SWT_LS_374_180299_0042_tChange_6374_ms_rstamp_6858_ms_flag_1_lid_CMU_16,484,0,1,3,
CMU_16,LS_7505_258964_0028_SWT_LS_5456_58161_0022_tChange_5449_ms_rstamp_5843_ms_flag_1_lid_CMU_16,394,0,1,3,
CMU_16,LS_7505_258964_0031_SWT_LS_5456_62014_0011_tChange_7261_ms_rstamp_7994_ms_flag_1_lid_CMU_16,733,0,1,3,
CMU_16,LS_7505_258964_0037_SWT_LS_374_180299_0033_tChange_9486_ms_rstamp_11474_ms_flag_1_lid_CMU_16,1988,0,1,3,
CMU_16,LS_7505_258964_0042_SWT_LS_7505_83618_0005_tChange_5860_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5860,1,1,0,
CMU_16,LS_7505_258964_0043_SWT_LS_7505_258958_0035_tChange_5185_ms_rstamp_0_ms_flag_1_lid_CMU_16,-5185,1,1,0,
CMU_16,LS_7505_258964_0044_SWT_LS_5456_62043_0002_tChange_5925_ms_rstamp_6575_ms_flag_1_lid_CMU_16,650,0,1,3,
CMU_16,LS_7505_258964_0045_SWT_LS_2843_152918_0016_tChange_6571_ms_rstamp_7074_ms_flag_1_lid_CMU_16,503,0,1,3,
CMU_16,LS_7505_258964_0046_SWT_LS_374_180298_0015_tChange_5520_ms_rstamp_6432_ms_flag_1_lid_CMU_16,912,0,1,3,
CMU_16,LS_7505_258964_0051_SWT_LS_5456_62043_0017_tChange_5967_ms_rstamp_6533_ms_flag_1_lid_CMU_16,566,0,1,3,
CMU_16,LS_7505_83618_0003_SWT_LS_7505_83618_0015_tChange_6385_ms_rstamp_7312_ms_flag_0_lid_CMU_16,927,1,0,1,
CMU_16,LS_7505_83618_0004_SWT_LS_374_180299_0004_tChange_6204_ms_rstamp_0_ms_flag_0_lid_CMU_16,-6204,0,0,1,
CMU_16,LS_7505_83618_0005_SWT_LS_7447_91187_0030_tChange_6195_ms_rstamp_6571_ms_flag_1_lid_CMU_16,376,0,1,3,
CMU_16,LS_7505_83618_0007_SWT_LS_7447_91187_0061_tChange_6194_ms_rstamp_6595_ms_flag_1_lid_CMU_16,401,0,1,3,
CMU_16,LS_7505_83618_0010_SWT_LS_7447_91187_0057_tChange_5970_ms_rstamp_6748_ms_flag_1_lid_CMU_16,778,0,1,3,
CMU_16,LS_7505_83618_0015_SWT_LS_7447_91187_0009_tChange_6307_ms_rstamp_7397_ms_flag_1_lid_CMU_16,1090,0,1,3,
CMU_16,LS_7505_83618_0016_SWT_LS_7447_91187_0036_tChange_5608_ms_rstamp_6262_ms_flag_1_lid_CMU_16,654,0,1,3,
CMU_16,LS_7505_83618_0018_SWT_LS_7505_83618_0016_tChange_6213_ms_rstamp_6670_ms_flag_0_lid_CMU_16,457,1,0,1,
CMU_16,LS_7505_83618_0019_SWT_LS_2843_152918_0113_tChange_5397_ms_rstamp_6039_ms_flag_1_lid_CMU_16,642,0,1,3,
CMU_16,LS_7505_83618_0024_SWT_LS_7447_91186_0038_tChange_7389_ms_rstamp_7920_ms_flag_1_lid_CMU_16,531,0,1,3,
CMU_16,LS_7505_83618_0025_SWT_LS_2843_152918_0026_tChange_6850_ms_rstamp_8174_ms_flag_1_lid_CMU_16,1324,0,1,3,
CMU_16,LS_7505_83618_0026_SWT_LS_2843_152918_0028_tChange_6147_ms_rstamp_6487_ms_flag_1_lid_CMU_16,340,0,1,3,
CMU_17,LS_2843_152918_0001_SWT_LS_7447_91187_0030_tChange_5253_ms_rstamp_5689_ms_flag_1_lid_CMU_17,436,0,1,3,
CMU_17,LS_2843_152918_0002_SWT_LS_7505_83618_0010_tChange_5893_ms_rstamp_6483_ms_flag_1_lid_CMU_17,590,0,1,3,
CMU_17,LS_2843_152918_0004_SWT_LS_7505_83618_0024_tChange_5234_ms_rstamp_5628_ms_flag_1_lid_CMU_17,394,0,1,3,
CMU_17,LS_2843_152918_0009_SWT_LS_374_180299_0033_tChange_6129_ms_rstamp_6765_ms_flag_1_lid_CMU_17,636,0,1,3,
CMU_17,LS_2843_152918_0010_SWT_LS_7447_91187_0061_tChange_5998_ms_rstamp_6669_ms_flag_1_lid_CMU_17,671,0,1,3,
CMU_17,LS_2843_152918_0011_SWT_LS_7505_83618_0015_tChange_6339_ms_rstamp_7135_ms_flag_1_lid_CMU_17,796,0,1,3,
CMU_17,LS_2843_152918_0012_SWT_LS_2843_152918_0058_tChange_5808_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5808,1,1,0,
CMU_17,LS_2843_152918_0013_SWT_LS_374_180298_0015_tChange_6463_ms_rstamp_7092_ms_flag_1_lid_CMU_17,629,0,1,3,
CMU_17,LS_2843_152918_0015_SWT_LS_7505_258958_0035_tChange_5260_ms_rstamp_6215_ms_flag_1_lid_CMU_17,955,0,1,3,
CMU_17,LS_2843_152918_0016_SWT_LS_5456_62043_0017_tChange_5837_ms_rstamp_6448_ms_flag_1_lid_CMU_17,611,0,1,3,
CMU_17,LS_2843_152918_0018_SWT_LS_2843_152918_0100_tChange_5582_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5582,1,1,0,
CMU_17,LS_2843_152918_0022_SWT_LS_374_180299_0042_tChange_5631_ms_rstamp_6106_ms_flag_1_lid_CMU_17,475,0,1,3,
CMU_17,LS_2843_152918_0023_SWT_LS_5456_62043_0002_tChange_5959_ms_rstamp_6619_ms_flag_1_lid_CMU_17,660,0,1,3,
CMU_17,LS_2843_152918_0025_SWT_LS_7447_91186_0038_tChange_5754_ms_rstamp_6305_ms_flag_1_lid_CMU_17,551,0,1,3,
CMU_17,LS_2843_152918_0026_SWT_LS_5456_62014_0011_tChange_5528_ms_rstamp_5960_ms_flag_1_lid_CMU_17,432,0,1,3,
CMU_17,LS_2843_152918_0028_SWT_LS_5456_58161_0003_tChange_5786_ms_rstamp_6434_ms_flag_1_lid_CMU_17,648,0,1,3,
CMU_17,LS_2843_152918_0029_SWT_LS_7505_258964_0019_tChange_6245_ms_rstamp_6624_ms_flag_1_lid_CMU_17,379,0,1,3,
CMU_17,LS_2843_152918_0035_SWT_LS_7447_91187_0005_tChange_6415_ms_rstamp_6907_ms_flag_1_lid_CMU_17,492,0,1,3,
CMU_17,LS_2843_152918_0046_SWT_LS_374_180298_0059_tChange_6271_ms_rstamp_6677_ms_flag_1_lid_CMU_17,406,0,1,3,
CMU_17,LS_2843_152918_0049_SWT_LS_2843_152918_0016_tChange_6539_ms_rstamp_0_ms_flag_1_lid_CMU_17,-6539,1,1,0,
CMU_17,LS_2843_152918_0051_SWT_LS_374_180298_0037_tChange_5631_ms_rstamp_6034_ms_flag_1_lid_CMU_17,403,0,1,3,
CMU_17,LS_2843_152918_0054_SWT_LS_2843_152918_0113_tChange_5903_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5903,1,1,0,
CMU_17,LS_2843_152918_0058_SWT_LS_5456_58161_0022_tChange_6571_ms_rstamp_7411_ms_flag_1_lid_CMU_17,840,0,1,3,
CMU_17,LS_2843_152918_0060_SWT_LS_7505_83618_0007_tChange_5905_ms_rstamp_6356_ms_flag_1_lid_CMU_17,451,0,1,3,
CMU_17,LS_2843_152918_0061_SWT_LS_7447_91187_0009_tChange_6039_ms_rstamp_6702_ms_flag_1_lid_CMU_17,663,0,1,3,
CMU_17,LS_2843_152918_0062_SWT_LS_7447_91187_0057_tChange_6003_ms_rstamp_6433_ms_flag_1_lid_CMU_17,430,0,1,3,
CMU_17,LS_2843_152918_0068_SWT_LS_374_180298_0010_tChange_5820_ms_rstamp_6433_ms_flag_1_lid_CMU_17,613,0,1,3,
CMU_17,LS_2843_152918_0081_SWT_LS_7447_91187_0036_tChange_6102_ms_rstamp_6631_ms_flag_1_lid_CMU_17,529,0,1,3,
CMU_17,LS_2843_152918_0083_SWT_LS_374_180299_0004_tChange_6124_ms_rstamp_6630_ms_flag_1_lid_CMU_17,506,0,1,3,
CMU_17,LS_2843_152918_0088_SWT_LS_374_180299_0037_tChange_6702_ms_rstamp_7240_ms_flag_1_lid_CMU_17,538,0,1,3,
CMU_17,LS_2843_152918_0089_SWT_LS_7447_91187_0027_tChange_6837_ms_rstamp_7400_ms_flag_1_lid_CMU_17,563,0,1,3,
CMU_17,LS_2843_152918_0095_SWT_LS_2843_152918_0023_tChange_6169_ms_rstamp_0_ms_flag_1_lid_CMU_17,-6169,1,1,0,
CMU_17,LS_2843_152918_0096_SWT_LS_7505_83618_0005_tChange_5821_ms_rstamp_6502_ms_flag_1_lid_CMU_17,681,0,1,3,
CMU_17,LS_2843_152918_0097_SWT_LS_2843_152918_0028_tChange_6076_ms_rstamp_0_ms_flag_1_lid_CMU_17,-6076,1,1,0,
CMU_17,LS_2843_152918_0099_SWT_LS_2843_152918_0103_tChange_5710_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5710,1,1,0,
CMU_17,LS_2843_152918_0100_SWT_LS_5456_62014_0012_tChange_5549_ms_rstamp_5955_ms_flag_1_lid_CMU_17,406,0,1,3,
CMU_17,LS_2843_152918_0103_SWT_LS_5456_62043_0022_tChange_7301_ms_rstamp_7779_ms_flag_1_lid_CMU_17,478,0,1,3,
CMU_17,LS_2843_152918_0106_SWT_LS_7505_83618_0016_tChange_5674_ms_rstamp_6342_ms_flag_1_lid_CMU_17,668,0,1,3,
CMU_17,LS_2843_152918_0107_SWT_LS_2843_152918_0026_tChange_5637_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5637,1,1,0,
CMU_17,LS_2843_152918_0113_SWT_LS_5456_62014_0017_tChange_5560_ms_rstamp_6046_ms_flag_1_lid_CMU_17,486,0,1,3,
CMU_17,LS_374_180298_0002_SWT_LS_5456_62043_0002_tChange_5408_ms_rstamp_5815_ms_flag_1_lid_CMU_17,407,0,1,3,
CMU_17,LS_374_180298_0005_SWT_LS_7505_83618_0005_tChange_6027_ms_rstamp_6622_ms_flag_1_lid_CMU_17,595,0,1,3,
CMU_17,LS_374_180298_0007_SWT_LS_7505_83618_0015_tChange_6408_ms_rstamp_7659_ms_flag_1_lid_CMU_17,1251,0,1,3,
CMU_17,LS_374_180298_0008_SWT_LS_7447_91187_0036_tChange_6568_ms_rstamp_6964_ms_flag_1_lid_CMU_17,396,0,1,3,
CMU_17,LS_374_180298_0009_SWT_LS_7447_91187_0009_tChange_7335_ms_rstamp_7830_ms_flag_1_lid_CMU_17,495,0,1,3,
CMU_17,LS_374_180298_0010_SWT_LS_374_180298_0037_tChange_6529_ms_rstamp_0_ms_flag_1_lid_CMU_17,-6529,1,1,0,
CMU_17,LS_374_180298_0011_SWT_LS_2843_152918_0113_tChange_6006_ms_rstamp_6471_ms_flag_1_lid_CMU_17,465,0,1,3,
CMU_17,LS_374_180298_0012_SWT_LS_5456_62014_0012_tChange_9088_ms_rstamp_9780_ms_flag_1_lid_CMU_17,692,0,1,3,
CMU_17,LS_374_180298_0015_SWT_LS_374_180299_0042_tChange_5735_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5735,1,1,0,
CMU_17,LS_374_180298_0018_SWT_LS_7447_91187_0005_tChange_5732_ms_rstamp_6291_ms_flag_1_lid_CMU_17,559,0,1,3,
CMU_17,LS_374_180298_0020_SWT_LS_5456_58161_0003_tChange_6092_ms_rstamp_6596_ms_flag_1_lid_CMU_17,504,0,1,3,
CMU_17,LS_374_180298_0022_SWT_LS_7505_258958_0035_tChange_5749_ms_rstamp_6487_ms_flag_1_lid_CMU_17,738,0,1,3,
CMU_17,LS_374_180298_0028_SWT_LS_2843_152918_0058_tChange_5627_ms_rstamp_6063_ms_flag_1_lid_CMU_17,436,0,1,3,
CMU_17,LS_374_180298_0033_SWT_LS_7505_83618_0007_tChange_7213_ms_rstamp_7565_ms_flag_1_lid_CMU_17,352,0,1,3,
CMU_17,LS_374_180298_0037_SWT_LS_374_180298_0010_tChange_5605_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5605,1,1,0,
CMU_17,LS_374_180298_0040_SWT_LS_2843_152918_0103_tChange_8598_ms_rstamp_9088_ms_flag_1_lid_CMU_17,490,0,1,3,
CMU_17,LS_374_180298_0042_SWT_LS_5456_58161_0022_tChange_5267_ms_rstamp_5690_ms_flag_1_lid_CMU_17,423,0,1,3,
CMU_17,LS_374_180298_0044_SWT_LS_7505_258964_0019_tChange_6168_ms_rstamp_6862_ms_flag_1_lid_CMU_17,694,0,1,3,
CMU_17,LS_374_180298_0049_SWT_LS_5456_62014_0017_tChange_5982_ms_rstamp_6463_ms_flag_1_lid_CMU_17,481,0,1,3,
CMU_17,LS_374_180298_0050_SWT_LS_5456_62014_0011_tChange_5219_ms_rstamp_5692_ms_flag_1_lid_CMU_17,473,0,1,3,
CMU_17,LS_374_180298_0054_SWT_LS_5456_62043_0017_tChange_7578_ms_rstamp_7994_ms_flag_1_lid_CMU_17,416,0,1,3,
CMU_17,LS_374_180298_0055_SWT_LS_2843_152918_0100_tChange_9911_ms_rstamp_10400_ms_flag_1_lid_CMU_17,489,0,1,3,
CMU_17,LS_374_180298_0059_SWT_LS_374_180299_0004_tChange_5637_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5637,1,1,0,
CMU_17,LS_374_180298_0060_SWT_LS_7447_91187_0030_tChange_5612_ms_rstamp_5941_ms_flag_1_lid_CMU_17,329,0,1,3,
CMU_17,LS_374_180299_0004_SWT_LS_374_180298_0059_tChange_5747_ms_rstamp_0_ms_flag_1_lid_CMU_17,-5747,1,1,0,
CMU_17,LS_374_180299_0006_SWT_LS_2843_152918_0016_tChange_5513_ms_rstamp_5983_ms_flag_1_lid_CMU_17,470,0,1,3,
CMU_17,LS_374_180299_0009_SWT_LS_7505_83618_0010_tChange_6219_ms_rstamp_6840_ms_flag_1_lid_CMU_17,621,0,1,3,
CMU_17,LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms_rstamp_6926_ms_flag_1_lid_CMU_17,439,0,1,3,
CMU_17,LS_374_180299_0013_SWT_LS_7505_83618_0016_tChange_5607_ms_rstamp_6034_ms_flag_1_lid_CMU_17,427,0,1,3,
CMU_17,LS_374_180299_0019_SWT_LS_7447_91187_0061_tChange_5557_ms_rstamp_6086_ms_flag_1_lid_CMU_17,529,0,1,3,
CMU_17,LS_374_180299_0021_SWT_LS_2843_152918_0023_tChange_6163_ms_rstamp_6513_ms_flag_1_lid_CMU_17,350,0,1,3,
CMU_17,LS_374_180299_0022_SWT_LS_2843_152918_0028_tChange_5577_ms_rstamp_6051_ms_flag_1_lid_CMU_17,474,0,1,3,
CMU_17,LS_374_180299_0024_SWT_LS_7505_83618_0024_tChange_5886_ms_rstamp_6499_ms_flag_1_lid_CMU_17,613,0,1,3,
CMU_17,LS_374_180299_0030_SWT_LS_7447_91186_0038_tChange_6473_ms_rstamp_7072_ms_flag_1_lid_CMU_17,599,0,1,3,
CMU_17,LS_374_180299_0031_SWT_LS_5456_62043_0022_tChange_5721_ms_rstamp_6154_ms_flag_1_lid_CMU_17,433,0,1,3,
CMU_17,LS_374_180299_0033_SWT_LS_374_180299_0037_tChange_7141_ms_rstamp_0_ms_flag_1_lid_CMU_17,-7141,1,1,0,
CMU_17,LS_374_180299_0037_SWT_LS_374_180299_0033_tChange_6991_ms_rstamp_0_ms_flag_1_lid_CMU_17,-6991,1,1,0,
