SID,RTms,engy_dist,SAME_SPEAKER,RESPONSE,LABEL
CMU_16,319,21.551615,0,1,3
CMU_16,1153,23.376940,0,1,3
CMU_16,544,12.578212,1,0,1
CMU_16,-5431,0.000000,1,1,0
CMU_16,-5913,0.000000,1,1,0
CMU_16,770,29.911922,0,1,3
CMU_16,265,21.441605,0,1,3
CMU_16,569,22.379844,0,1,3
CMU_16,726,12.918413,0,1,3
CMU_16,-6790,0.000000,1,1,0
CMU_16,846,10.015568,0,1,3
CMU_16,492,20.369353,0,1,3
CMU_16,501,15.938983,0,1,3
CMU_16,381,24.432507,0,1,3
CMU_16,541,22.386197,0,1,3
CMU_16,563,10.045605,0,1,3
CMU_16,-5355,0.000000,1,1,0
CMU_16,462,27.750478,0,1,3
CMU_16,587,35.757340,0,1,3
CMU_16,396,24.549558,0,1,3
CMU_16,455,28.113097,0,1,3
CMU_16,444,35.382788,0,1,3
CMU_16,521,32.493652,0,1,3
CMU_16,592,21.718673,0,1,3
CMU_16,632,19.678591,0,1,3
CMU_16,-5832,0.000000,1,1,0
CMU_16,679,16.860189,0,1,3
CMU_16,469,39.079986,0,1,3
CMU_16,426,24.607737,0,1,3
CMU_16,1618,18.415242,0,1,3
CMU_16,-5233,0.000000,1,1,0
CMU_16,872,15.282607,0,1,3
CMU_16,1707,10.202868,0,1,3
CMU_16,257,24.316979,1,0,1
CMU_16,568,26.947405,0,1,3
CMU_16,417,22.239393,0,1,3
CMU_16,-6387,0.000000,1,1,0
CMU_16,356,20.476462,0,1,3
CMU_16,598,26.289415,0,1,3
CMU_16,339,13.562479,0,1,3
CMU_16,-5769,0.000000,1,1,0
CMU_16,600,18.720829,0,1,3
CMU_16,644,26.115038,0,1,3
CMU_16,1220,25.907608,0,1,3
CMU_16,549,19.677887,1,0,1
CMU_16,1011,25.086029,0,1,3
CMU_16,661,20.362563,0,1,3
CMU_16,997,20.417611,0,1,3
CMU_16,640,30.924440,0,1,3
CMU_16,664,6.840568,0,1,3
CMU_16,-6662,0.000000,1,1,0
CMU_16,435,5.007353,0,1,3
CMU_16,843,14.688379,1,0,1
CMU_16,869,23.172384,0,1,3
CMU_16,496,29.817294,0,1,3
CMU_16,575,18.528133,0,1,3
CMU_16,-7463,0.000000,1,1,0
CMU_16,522,19.711196,0,1,3
CMU_16,401,21.352657,0,1,3
CMU_16,624,20.163863,0,1,3
CMU_16,548,11.437495,0,1,3
CMU_16,441,17.954147,0,1,3
CMU_16,484,31.395773,0,1,3
CMU_16,394,18.323948,0,1,3
CMU_16,733,16.693991,0,1,3
CMU_16,1988,28.057115,0,1,3
CMU_16,-5860,0.000000,1,1,0
CMU_16,-5185,0.000000,1,1,0
CMU_16,650,21.084156,0,1,3
CMU_16,503,30.009375,0,1,3
CMU_16,912,24.886767,0,1,3
CMU_16,566,17.728820,0,1,3
CMU_16,927,21.666103,1,0,1
CMU_16,-6204,0.000000,0,0,1
CMU_16,376,8.591469,0,1,3
CMU_16,401,23.275582,0,1,3
CMU_16,778,13.927007,0,1,3
CMU_16,1090,9.501831,0,1,3
CMU_16,654,13.474379,0,1,3
CMU_16,457,22.708407,1,0,1
CMU_16,642,27.665558,0,1,3
CMU_16,531,34.919731,0,1,3
CMU_16,1324,30.505060,0,1,3
CMU_16,340,27.612251,0,1,3
CMU_17,436,4.808548,0,1,3
CMU_17,590,3.422649,0,1,3
CMU_17,394,6.128413,0,1,3
CMU_17,636,7.530932,0,1,3
CMU_17,671,19.435405,0,1,3
CMU_17,796,5.565876,0,1,3
CMU_17,-5808,0.000000,1,1,0
CMU_17,629,2.234150,0,1,3
CMU_17,955,11.378237,0,1,3
CMU_17,611,4.565174,0,1,3
CMU_17,-5582,0.000000,1,1,0
CMU_17,475,11.876714,0,1,3
CMU_17,660,4.601912,0,1,3
CMU_17,551,6.721960,0,1,3
CMU_17,432,5.763684,0,1,3
CMU_17,648,1.570464,0,1,3
CMU_17,379,0.463281,0,1,3
CMU_17,492,4.821962,0,1,3
CMU_17,406,1.197439,0,1,3
CMU_17,-6539,0.000000,1,1,0
CMU_17,403,11.139063,0,1,3
CMU_17,-5903,0.000000,1,1,0
CMU_17,840,2.486486,0,1,3
CMU_17,451,6.714141,0,1,3
CMU_17,663,9.124758,0,1,3
CMU_17,430,14.042752,0,1,3
CMU_17,613,12.271246,0,1,3
CMU_17,529,6.148790,0,1,3
CMU_17,506,9.674676,0,1,3
CMU_17,538,2.534296,0,1,3
CMU_17,563,5.446648,0,1,3
CMU_17,-6169,0.000000,1,1,0
CMU_17,681,8.630918,0,1,3
CMU_17,-6076,0.000000,1,1,0
CMU_17,-5710,0.000000,1,1,0
CMU_17,406,1.527703,0,1,3
CMU_17,478,3.530020,0,1,3
CMU_17,668,13.792678,0,1,3
CMU_17,-5637,0.000000,1,1,0
CMU_17,486,0.289224,0,1,3
CMU_17,407,18.652099,0,1,3
CMU_17,595,12.361855,0,1,3
CMU_17,1251,24.236583,0,1,3
CMU_17,396,12.775501,0,1,3
CMU_17,495,18.143603,0,1,3
CMU_17,-6529,0.000000,1,1,0
CMU_17,465,27.254893,0,1,3
CMU_17,692,12.864923,0,1,3
CMU_17,-5735,0.000000,1,1,0
CMU_17,559,10.152610,0,1,3
CMU_17,504,16.643275,0,1,3
CMU_17,738,12.965005,0,1,3
CMU_17,436,26.062982,0,1,3
CMU_17,352,14.141794,0,1,3
CMU_17,-5605,0.000000,1,1,0
CMU_17,490,29.387094,0,1,3
CMU_17,423,8.041750,0,1,3
CMU_17,694,2.222227,0,1,3
CMU_17,481,8.912466,0,1,3
CMU_17,473,8.061695,0,1,3
CMU_17,416,15.827374,0,1,3
CMU_17,489,24.362735,0,1,3
CMU_17,-5637,0.000000,1,1,0
CMU_17,329,6.168482,0,1,3
CMU_17,-5747,0.000000,1,1,0
CMU_17,470,23.499293,0,1,3
CMU_17,621,21.437756,0,1,3
CMU_17,439,13.061399,0,1,3
CMU_17,427,23.586000,0,1,3
CMU_17,529,12.959540,0,1,3
CMU_17,350,14.285956,0,1,3
CMU_17,474,6.317564,0,1,3
CMU_17,613,10.344192,0,1,3
CMU_17,599,7.035632,0,1,3
CMU_17,433,15.677761,0,1,3
CMU_17,-7141,0.000000,1,1,0
CMU_17,-6991,0.000000,1,1,0
CMU_17,563,16.242025,0,1,3
CMU_17,-5499,0.000000,1,1,0
CMU_17,427,19.285620,0,1,3
CMU_17,872,22.898539,0,1,3
CMU_17,418,16.324781,0,1,3
CMU_17,582,15.702972,0,1,3
CMU_17,531,21.257993,0,1,3
CMU_17,498,18.340322,0,1,3
CMU_17,551,23.242364,0,1,3
CMU_17,-5450,0.000000,1,1,0
CMU_17,495,33.263422,0,1,3
CMU_17,453,44.813739,0,1,3
CMU_17,-6495,0.000000,1,1,0
CMU_17,442,31.386737,0,1,3
CMU_17,859,50.088224,0,1,3
CMU_17,483,44.556113,0,1,3
CMU_17,563,43.041090,0,1,3
CMU_17,508,25.533113,0,1,3
CMU_17,559,14.255009,0,1,3
CMU_17,-5900,0.000000,1,1,0
CMU_17,544,21.871031,0,1,3
CMU_17,459,32.342071,0,1,3
CMU_17,374,31.577269,0,1,3
CMU_17,556,27.785953,0,1,3
CMU_17,994,17.603003,0,1,3
CMU_17,378,23.657316,0,1,3
CMU_17,-5878,0.000000,1,1,0
CMU_17,436,12.288653,0,1,3
CMU_17,400,12.749279,0,1,3
CMU_17,497,22.696294,0,1,3
CMU_17,581,17.126233,0,1,3
CMU_17,561,29.433646,0,1,3
CMU_17,489,8.792989,0,1,3
CMU_17,545,26.651275,0,1,3
CMU_17,471,17.223345,1,0,1
CMU_17,704,3.341293,1,0,1
CMU_17,577,15.484621,0,1,3
CMU_17,440,8.918432,0,1,3
CMU_17,461,18.383772,0,1,3
CMU_17,510,20.005816,0,1,3
CMU_17,449,28.776695,0,1,3
CMU_17,-5530,0.000000,1,1,0
CMU_17,-5431,0.000000,1,1,0
CMU_17,-5913,0.000000,1,1,0
CMU_17,541,32.922393,0,1,3
CMU_17,563,19.585300,0,1,3
CMU_17,824,20.608798,0,1,3
CMU_17,366,16.866625,0,1,3
CMU_17,-6790,0.000000,1,1,0
CMU_17,617,14.688388,0,1,3
CMU_17,431,20.560036,0,1,3
CMU_17,666,13.361215,0,1,3
CMU_17,281,24.527392,0,1,3
CMU_17,581,21.595544,0,1,3
CMU_17,608,9.965563,0,1,3
CMU_17,-5355,0.000000,1,1,0
CMU_17,460,27.766219,0,1,3
CMU_17,1152,33.432365,0,1,3
CMU_17,582,22.616346,0,1,3
CMU_17,548,27.573043,0,1,3
CMU_17,506,32.902283,0,1,3
CMU_17,575,30.649248,0,1,3
CMU_17,735,21.635590,0,1,3
CMU_17,470,21.255442,0,1,3
CMU_17,-5832,0.000000,1,1,0
CMU_17,434,21.097685,0,1,3
CMU_17,457,39.085251,0,1,3
CMU_17,431,24.518906,0,1,3
CMU_17,665,20.775864,0,1,3
CMU_17,-5233,0.000000,1,1,0
CMU_17,904,15.244629,0,1,3
CMU_17,1399,10.246854,0,1,3
CMU_17,-5754,0.000000,1,1,0
CMU_17,395,27.548461,0,1,3
CMU_17,498,18.850894,0,1,3
CMU_17,-6387,0.000000,1,1,0
CMU_17,627,17.021070,0,1,3
CMU_17,497,27.083136,0,1,3
CMU_17,506,12.236414,0,1,3
CMU_17,-5769,0.000000,1,1,0
CMU_17,519,18.776833,0,1,3
CMU_17,513,26.198757,0,1,3
CMU_17,919,26.604191,0,1,3
CMU_17,-5903,0.000000,1,1,0
CMU_17,737,25.587987,0,1,3
CMU_17,559,22.069402,0,1,3
CMU_17,670,20.697550,0,1,3
CMU_17,459,31.721668,0,1,3
CMU_17,776,6.777679,0,1,3
CMU_17,-6662,0.000000,1,1,0
CMU_17,718,1.103406,0,1,3
CMU_17,-5676,0.000000,1,1,0
CMU_17,686,27.470700,0,1,3
CMU_17,481,29.882887,0,1,3
CMU_17,633,18.472440,0,1,3
CMU_17,-7463,0.000000,1,1,0
CMU_17,489,19.889372,0,1,3
CMU_17,779,20.230681,0,1,3
CMU_17,497,21.744395,0,1,3
CMU_17,638,10.755355,0,1,3
CMU_17,629,15.610810,0,1,3
CMU_17,434,32.891405,0,1,3
CMU_17,639,15.198052,0,1,3
CMU_17,642,17.167252,0,1,3
CMU_17,1130,31.087509,0,1,3
CMU_17,-5860,0.000000,1,1,0
CMU_17,-5185,0.000000,1,1,0
CMU_17,452,23.336258,0,1,3
CMU_17,451,30.426563,0,1,3
CMU_17,1002,24.093371,0,1,3
CMU_17,424,20.399300,0,1,3
CMU_17,-6385,0.000000,1,1,0
CMU_17,961,19.312136,0,1,3
CMU_17,562,8.562072,0,1,3
CMU_17,1102,17.719094,0,1,3
CMU_17,583,13.968006,0,1,3
CMU_17,431,12.264461,0,1,3
CMU_17,577,13.484354,0,1,3
CMU_17,740,21.211672,1,0,1
CMU_17,483,28.619432,0,1,3
CMU_17,921,31.862788,0,1,3
CMU_17,837,33.405921,0,1,3
CMU_17,784,26.067997,0,1,3
iisc_01,2479,4.341609,0,0,2
iisc_01,407,4.152751,0,1,3
iisc_01,391,6.128542,0,1,3
iisc_01,626,7.530946,0,1,3
iisc_01,295,21.762783,0,1,3
iisc_01,436,3.238414,0,1,3
iisc_01,-5808,0.000000,1,1,0
iisc_01,493,2.207836,0,1,3
iisc_01,751,11.845285,0,1,3
iisc_01,1661,0.659193,0,1,3
iisc_01,-5582,0.000000,1,1,0
iisc_01,607,8.299034,0,1,3
iisc_01,675,4.377955,0,1,3
iisc_01,501,6.733774,0,1,3
iisc_01,420,5.803087,0,1,3
iisc_01,1038,4.859275,0,1,3
iisc_01,524,3.694302,0,1,3
iisc_01,759,1.101665,0,1,3
iisc_01,730,2.747863,0,1,3
iisc_01,-1135,27.204634,1,0,1
iisc_01,628,10.782963,0,1,3
iisc_01,719,9.919650,1,0,1
iisc_01,522,8.273465,0,1,3
iisc_01,417,7.135083,0,1,3
iisc_01,513,9.924350,0,1,3
iisc_01,415,14.382978,0,1,3
iisc_01,869,7.216908,0,1,3
iisc_01,599,6.116436,0,1,3
iisc_01,524,9.469496,0,1,3
iisc_01,1137,1.372102,0,1,3
iisc_01,488,6.832879,0,1,3
iisc_01,-845,23.925536,1,0,1
iisc_01,567,9.061361,0,1,3
iisc_01,-6076,0.000000,1,1,0
iisc_01,-5710,0.000000,1,1,0
iisc_01,826,4.503176,0,1,3
iisc_01,449,4.744443,0,1,3
iisc_01,517,13.972796,0,1,3
iisc_01,-5637,0.000000,1,1,0
iisc_01,385,2.261608,0,1,3
iisc_01,444,18.634035,0,1,3
iisc_01,564,12.610495,0,1,3
iisc_01,1230,24.236978,0,1,3
iisc_01,544,11.881648,0,1,3
iisc_01,514,18.107268,0,1,3
iisc_01,-6529,0.000000,1,1,0
iisc_01,699,25.966296,0,1,3
iisc_01,443,16.308261,0,1,3
iisc_01,-5735,0.000000,1,1,0
iisc_01,294,11.424793,0,1,3
iisc_01,835,12.696073,0,1,3
iisc_01,1209,11.824572,0,1,3
iisc_01,546,25.616836,0,1,3
iisc_01,693,12.592627,0,1,3
iisc_01,796,16.693411,1,0,1
iisc_01,687,28.505225,0,1,3
iisc_01,640,5.092626,0,1,3
iisc_01,-6168,0.000000,0,0,1
iisc_01,1369,2.362841,0,1,3
iisc_01,762,6.293150,0,1,3
iisc_01,415,15.840325,0,1,3
iisc_01,569,23.882742,0,1,3
iisc_01,-5637,0.000000,1,1,0
iisc_01,401,6.154388,0,1,3
iisc_01,-5747,0.000000,1,1,0
iisc_01,739,20.073444,0,1,3
iisc_01,836,16.903451,0,1,3
iisc_01,613,10.453938,0,1,3
iisc_01,468,23.178089,0,1,3
iisc_01,387,13.433508,0,1,3
iisc_01,447,12.978052,0,1,3
iisc_01,386,6.462715,0,1,3
iisc_01,745,8.610264,0,1,3
iisc_01,705,6.140976,0,1,3
iisc_01,440,15.670970,0,1,3
iisc_01,-7141,0.000000,1,1,0
iisc_01,387,25.546329,1,0,1
iisc_01,709,14.078883,0,1,3
iisc_01,-5499,0.000000,1,1,0
iisc_01,642,16.224408,0,1,3
iisc_01,587,24.852090,0,1,3
iisc_01,412,16.347223,0,1,3
iisc_01,599,15.702426,0,1,3
iisc_01,430,21.924279,0,1,3
iisc_01,307,18.352548,0,1,3
iisc_01,503,23.253942,0,1,3
iisc_01,317,14.145799,1,0,1
iisc_01,670,32.928331,0,1,3
iisc_01,491,44.689592,0,1,3
iisc_01,1229,35.146746,1,0,1
iisc_01,504,28.955743,0,1,3
iisc_01,627,50.648860,0,1,3
iisc_01,286,44.590333,0,1,3
iisc_01,309,48.522021,0,1,3
iisc_01,-3049,41.696884,0,0,1
iisc_01,-4059,29.897837,0,0,1
iisc_01,-5900,0.000000,1,1,0
iisc_01,400,26.026826,0,1,3
iisc_01,469,32.314891,0,1,3
iisc_01,678,29.800107,0,1,3
iisc_01,392,28.192083,0,1,3
iisc_01,926,17.708340,0,1,3
iisc_01,669,23.010406,0,1,3
iisc_01,478,17.932177,1,0,1
iisc_01,537,9.719159,0,1,3
iisc_01,499,12.724196,0,1,3
iisc_01,569,20.149188,0,1,3
iisc_01,708,16.947501,0,1,3
iisc_01,429,29.503238,0,1,3
iisc_01,780,7.506253,0,1,3
iisc_01,578,26.644732,0,1,3
iisc_01,415,18.941737,1,0,1
iisc_01,1019,0.693709,1,0,1
iisc_01,606,14.892686,0,1,3
iisc_01,450,8.875034,0,1,3
iisc_01,548,16.669381,0,1,3
iisc_01,610,19.853222,0,1,3
iisc_01,1009,24.421221,0,1,3
iisc_01,331,16.514103,1,0,1
iisc_01,-5431,0.000000,1,1,0
iisc_01,1036,16.179778,1,0,1
iisc_01,522,32.922668,0,1,3
iisc_01,326,21.257298,0,1,3
iisc_01,387,22.403378,0,1,3
iisc_01,424,16.258585,0,1,3
iisc_01,-6790,0.000000,1,1,0
iisc_01,604,14.836115,0,1,3
iisc_01,484,20.374798,0,1,3
iisc_01,694,13.081598,0,1,3
iisc_01,456,24.354686,0,1,3
iisc_01,594,21.424585,0,1,3
iisc_01,855,7.554983,0,1,3
iisc_01,-5355,0.000000,1,1,0
iisc_01,310,27.921546,0,1,3
iisc_01,540,39.194284,0,1,3
iisc_01,469,24.359212,0,1,3
iisc_01,347,28.808114,0,1,3
iisc_01,448,35.287473,0,1,3
iisc_01,458,33.589049,0,1,3
iisc_01,519,21.787777,0,1,3
iisc_01,438,21.334813,0,1,3
iisc_01,-5832,0.000000,1,1,0
iisc_01,500,19.101081,0,1,3
iisc_01,563,38.829297,0,1,3
iisc_01,570,22.764773,0,1,3
iisc_01,327,23.683101,0,1,3
iisc_01,-5233,0.000000,1,1,0
iisc_01,1334,11.304488,0,1,3
iisc_01,332,19.043641,0,1,3
iisc_01,-5754,0.000000,1,1,0
iisc_01,-6468,0.000000,0,0,1
iisc_01,682,17.326622,0,1,3
iisc_01,-6387,0.000000,1,1,0
iisc_01,464,18.231940,0,1,3
iisc_01,480,27.586589,0,1,3
iisc_01,368,13.562442,0,1,3
iisc_01,-5769,0.000000,1,1,0
iisc_01,541,18.758373,0,1,3
iisc_01,676,26.067419,0,1,3
iisc_01,748,26.730316,0,1,3
iisc_01,961,14.731957,1,0,1
iisc_01,337,27.143590,0,1,3
iisc_01,528,22.572434,0,1,3
iisc_01,962,20.474749,0,1,3
iisc_01,835,28.588393,0,1,3
iisc_01,645,6.847663,0,1,3
iisc_01,-6662,0.000000,1,1,0
iisc_01,635,2.638384,0,1,3
iisc_01,-5676,0.000000,1,1,0
iisc_01,534,28.298949,0,1,3
iisc_01,490,29.841881,0,1,3
iisc_01,415,22.094443,0,1,3
iisc_01,-7463,0.000000,1,1,0
iisc_01,513,19.772009,0,1,3
iisc_01,429,21.346795,0,1,3
iisc_01,487,21.943445,0,1,3
iisc_01,692,9.733620,0,1,3
iisc_01,426,18.205153,0,1,3
iisc_01,571,28.284028,0,1,3
iisc_01,552,16.952822,0,1,3
iisc_01,761,16.693991,0,1,3
iisc_01,1594,28.988563,0,1,3
iisc_01,952,11.393130,1,0,1
iisc_01,-5185,0.000000,1,1,0
iisc_01,573,22.342167,0,1,3
iisc_01,689,27.249379,0,1,3
iisc_01,-5520,0.000000,0,0,1
iisc_01,553,17.884169,0,1,3
iisc_01,-6385,0.000000,1,1,0
iisc_01,-6204,0.000000,0,0,1
iisc_01,381,8.591451,0,1,3
iisc_01,650,22.115475,0,1,3
iisc_01,950,11.289590,0,1,3
iisc_01,395,14.882551,0,1,3
iisc_01,713,13.381961,0,1,3
iisc_01,-6213,0.000000,1,1,0
iisc_01,739,27.252833,0,1,3
iisc_01,799,32.876056,0,1,3
iisc_01,588,35.330924,0,1,3
iisc_01,1093,21.516984,0,1,3
iisc_02,704,3.251791,0,1,3
iisc_02,1152,1.673555,0,1,3
iisc_02,497,6.123685,0,1,3
iisc_02,490,7.902084,0,1,3
iisc_02,476,20.555595,0,1,3
iisc_02,950,6.909339,0,1,3
iisc_02,2284,1.540455,1,1,0
iisc_02,1101,7.644707,0,1,3
iisc_02,917,11.690308,0,1,3
iisc_02,765,3.529583,0,1,3
iisc_02,-5582,0.000000,1,1,0
iisc_02,717,8.253810,0,1,3
iisc_02,130,17.316488,0,0,1
iisc_02,835,4.606670,0,1,3
iisc_02,1195,0.217133,0,1,3
iisc_02,832,4.592309,0,1,3
iisc_02,729,6.679084,0,1,3
iisc_02,525,4.698855,0,1,3
iisc_02,658,2.244341,0,1,3
iisc_02,-6539,0.000000,1,1,0
iisc_02,930,9.090837,0,1,3
iisc_02,521,11.208009,1,0,1
iisc_02,993,0.755004,0,1,3
iisc_02,1015,2.700148,0,1,3
iisc_02,650,9.124804,0,1,3
iisc_02,1712,3.887359,0,1,3
iisc_02,833,7.732153,0,1,3
iisc_02,722,5.937039,0,1,3
iisc_02,811,6.378690,0,1,3
iisc_02,762,2.258884,0,1,3
iisc_02,579,5.153012,0,1,3
iisc_02,-6169,0.000000,1,1,0
iisc_02,342,11.172344,0,1,3
iisc_02,-6076,0.000000,1,1,0
iisc_02,1420,13.845701,1,0,1
iisc_02,1127,6.732311,0,1,3
iisc_02,533,1.957140,0,1,3
iisc_02,509,13.972844,0,1,3
iisc_02,-5637,0.000000,1,1,0
iisc_02,892,3.543539,0,1,3
iisc_02,1287,9.976450,0,1,3
iisc_02,820,12.028228,0,1,3
iisc_02,1104,24.293055,0,1,3
iisc_02,553,11.875205,0,1,3
iisc_02,741,17.014537,0,1,3
iisc_02,-6529,0.000000,1,1,0
iisc_02,890,25.822078,0,1,3
iisc_02,1102,8.152968,0,1,3
iisc_02,1199,16.711557,1,0,1
iisc_02,1460,3.444971,0,1,3
iisc_02,1006,12.496092,0,1,3
iisc_02,2045,9.269500,0,0,2
iisc_02,1307,20.844540,0,1,3
iisc_02,1041,9.240652,0,1,3
iisc_02,1187,12.264248,1,0,1
iisc_02,886,28.344049,0,1,3
iisc_02,961,0.600443,0,1,3
iisc_02,924,0.158367,0,1,3
iisc_02,2305,0.713305,0,0,2
iisc_02,989,4.891327,0,1,3
iisc_02,1047,10.620645,0,1,3
iisc_02,934,21.171965,0,1,3
iisc_02,2163,0.876411,1,1,0
iisc_02,640,6.023995,0,1,3
iisc_02,3456,3.282095,1,1,0
iisc_02,703,20.250766,0,1,3
iisc_02,812,17.197689,0,1,3
iisc_02,898,10.424312,0,1,3
iisc_02,1386,17.390481,0,1,3
iisc_02,795,11.239918,0,1,3
iisc_02,987,11.306887,0,1,3
iisc_02,1182,1.598838,0,1,3
iisc_02,1130,4.305987,0,1,3
iisc_02,931,4.084356,0,1,3
iisc_02,792,11.079425,0,1,3
iisc_02,-7141,0.000000,1,1,0
iisc_02,179,26.306300,1,0,1
iisc_02,1031,11.117728,0,1,3
iisc_02,-5499,0.000000,1,1,0
iisc_02,556,16.297201,0,1,3
iisc_02,890,22.547077,0,1,3
iisc_02,630,14.545345,0,1,3
iisc_02,264,17.576998,0,1,3
iisc_02,1176,16.157840,0,1,3
iisc_02,886,16.479706,0,1,3
iisc_02,1040,19.447737,0,1,3
iisc_02,1248,4.479909,1,0,1
iisc_02,1006,30.146078,0,1,3
iisc_02,582,44.582667,0,1,3
iisc_02,1123,37.013756,1,0,1
iisc_02,-330,45.444856,0,0,1
iisc_02,720,50.161062,0,1,3
iisc_02,1061,36.018267,0,1,3
iisc_02,734,41.304157,0,1,3
iisc_02,869,22.816118,0,1,3
iisc_02,996,13.731258,0,1,3
iisc_02,1069,9.399584,1,0,1
iisc_02,622,21.204128,0,1,3
iisc_02,907,29.147260,0,1,3
iisc_02,1080,26.999173,0,1,3
iisc_02,1808,19.709735,0,1,3
iisc_02,839,18.056559,0,1,3
iisc_02,1102,20.001380,0,1,3
iisc_02,745,15.406265,1,0,1
iisc_02,1035,5.400514,0,1,3
iisc_02,584,12.723846,0,1,3
iisc_02,1139,18.504874,0,1,3
iisc_02,535,17.127663,0,1,3
iisc_02,2040,27.559651,0,0,2
iisc_02,668,7.955673,0,1,3
iisc_02,864,21.583717,0,1,3
iisc_02,489,16.974646,1,0,1
iisc_02,956,0.604965,1,0,1
iisc_02,529,15.675855,0,1,3
iisc_02,927,6.918662,0,1,3
iisc_02,726,16.572014,0,1,3
iisc_02,1086,14.836162,0,1,3
iisc_02,1082,24.419224,0,1,3
iisc_02,669,11.203033,1,0,1
iisc_02,-5431,0.000000,1,1,0
iisc_02,-5913,0.000000,1,1,0
iisc_02,1243,23.985663,0,1,3
iisc_02,380,20.890593,0,1,3
iisc_02,1037,20.326053,0,1,3
iisc_02,737,12.821175,0,1,3
iisc_02,-6790,0.000000,1,1,0
iisc_02,438,16.333293,0,1,3
iisc_02,810,17.797440,0,1,3
iisc_02,537,14.695073,0,1,3
iisc_02,1581,15.287051,0,1,3
iisc_02,1105,19.674044,0,1,3
iisc_02,1351,4.001158,0,1,3
iisc_02,689,18.873335,1,0,1
iisc_02,1117,24.140289,0,1,3
iisc_02,714,34.606949,0,1,3
iisc_02,239,28.333320,0,1,3
iisc_02,556,27.470317,0,1,3
iisc_02,839,30.306902,0,1,3
iisc_02,1389,28.884147,0,1,3
iisc_02,415,22.049098,0,1,3
iisc_02,848,17.066611,0,1,3
iisc_02,-5832,0.000000,1,1,0
iisc_02,2091,10.464475,0,0,2
iisc_02,1100,33.706653,0,1,3
iisc_02,750,21.102611,0,1,3
iisc_02,612,20.900860,0,1,3
iisc_02,-5233,0.000000,1,1,0
iisc_02,990,15.054864,0,1,3
iisc_02,1016,11.702552,0,1,3
iisc_02,-5754,0.000000,1,1,0
iisc_02,564,26.947421,0,1,3
iisc_02,1237,13.229923,0,1,3
iisc_02,-6387,0.000000,1,1,0
iisc_02,836,16.037406,0,1,3
iisc_02,763,26.218668,0,1,3
iisc_02,834,6.438970,0,1,3
iisc_02,-5769,0.000000,1,1,0
iisc_02,813,14.370174,0,1,3
iisc_02,758,25.778794,0,1,3
iisc_02,1144,25.936783,0,1,3
iisc_02,1179,14.160562,1,0,1
iisc_02,1101,25.062451,0,1,3
iisc_02,959,15.770875,0,1,3
iisc_02,584,21.256789,0,1,3
iisc_02,1286,27.587320,0,1,3
iisc_02,749,6.781986,0,1,3
iisc_02,-6662,0.000000,1,1,0
iisc_02,986,0.104350,0,1,3
iisc_02,3558,3.848026,1,1,0
iisc_02,1027,21.511284,0,1,3
iisc_02,2091,26.161108,0,0,2
iisc_02,523,19.450459,0,1,3
iisc_02,-7463,0.000000,1,1,0
iisc_02,815,17.316166,0,1,3
iisc_02,788,20.151921,0,1,3
iisc_02,1292,17.480929,0,1,3
iisc_02,768,8.431057,0,1,3
iisc_02,812,13.874935,0,1,3
iisc_02,342,33.011134,0,1,3
iisc_02,1318,5.830817,0,1,3
iisc_02,1390,12.087096,0,1,3
iisc_02,1663,28.403262,0,1,3
iisc_02,-5860,0.000000,1,1,0
iisc_02,-5185,0.000000,1,1,0
iisc_02,785,17.649566,0,1,3
iisc_02,806,26.848561,0,1,3
iisc_02,1651,22.537586,0,1,3
iisc_02,731,16.276757,0,1,3
iisc_02,-6385,0.000000,1,1,0
iisc_02,186,27.887148,0,0,1
iisc_02,557,8.562083,0,1,3
iisc_02,751,21.222193,0,1,3
iisc_02,1483,7.509573,0,1,3
iisc_02,604,10.758556,0,1,3
iisc_02,484,13.571114,0,1,3
iisc_02,1008,18.368765,1,0,1
iisc_02,1152,22.603268,0,1,3
iisc_02,1056,31.064148,0,1,3
iisc_02,1204,30.641855,0,1,3
iisc_02,613,27.234116,0,1,3
iisc_03,435,4.808611,0,1,3
iisc_03,640,3.216206,0,1,3
iisc_03,1048,2.310729,0,1,3
iisc_03,1380,1.938674,0,1,3
iisc_03,545,20.548067,0,1,3
iisc_03,537,3.618057,0,1,3
iisc_03,-5808,0.000000,1,1,0
iisc_03,397,1.653030,0,1,3
iisc_03,459,20.773899,0,1,3
iisc_03,554,5.393889,0,1,3
iisc_03,-5582,0.000000,1,1,0
iisc_03,574,8.356771,0,1,3
iisc_03,1054,0.544046,0,1,3
iisc_03,1087,2.781349,0,1,3
iisc_03,968,1.074468,0,1,3
iisc_03,445,1.427361,0,1,3
iisc_03,399,0.327658,0,1,3
iisc_03,443,5.840771,0,1,3
iisc_03,729,2.747107,0,1,3
iisc_03,-1195,27.204634,1,0,1
iisc_03,638,10.782316,0,1,3
iisc_03,613,10.645891,1,0,1
iisc_03,916,1.110579,0,1,3
iisc_03,856,4.621541,0,1,3
iisc_03,704,9.113847,0,1,3
iisc_03,548,11.114997,0,1,3
iisc_03,575,12.339633,0,1,3
iisc_03,294,7.095536,0,1,3
iisc_03,782,6.783065,0,1,3
iisc_03,615,2.329164,0,1,3
iisc_03,547,5.733651,0,1,3
iisc_03,-1123,23.925536,1,0,1
iisc_03,1284,7.495444,0,1,3
iisc_03,-6076,0.000000,1,1,0
